movie,sentence,score
씽2게더,제 인생 최고의 영화입니다말로 설명할 수 없을정도로 여러방면에서 완벽한 영화였습니다빨리 씽 3편도 나오면 좋겠네요,10
탄생,넘 가슴 아프고 감동입니다,10
압꾸정,웃기지도 않고 괜히 본거 같은...,3
범죄도시2,"1편은 그냥저냥 킬링타임 용으로 봤어서 2편도 별 기대 안 하고 봤는데, 와 너무 재밌네요. 이렇게 재밌는 속편은 진심 처음인 듯ㅋ 손석구의 연기와 나긋나긋 저음으로 읊조리는 캐릭터 설정 너무 좋았고 박지환 캐릭터는 이제 범죄도시에서는 절대 빼놓을 수 없는  웃음 치트키가 됐네요. 쌍욕 마저 너무 웃김ㅋㅋㅋ 정말 재밌게 봤습니다 b",9
7월 22일,폴 그린그래스 이 감독의 영화는 정말 재미와 감동이 있다.. 미친놈이 신념을 가지면 이렇게 무서워진다는 사실을 알 수 있었다..!! 테러 희생자들의 명복을 빕니다..,9
올빼미,시간가는줄도 모르고 봤으며등장하는 모든 배우들의 연기가 최고임2022년 본 영화중에 단연 최고임,10
사운드 오브 뮤직,남자 평점이 10점이라,1
너와 사랑한 시간,저는 만족하고  보았고 류이호님을  큰 스크린으로 보고싶어 ㅋㅋ작사가 작곡가  같이 작업을 하믄서  이끌리는 셤타는 과정이 좋았어요누군가를  좋아할수 있을까 싶기도하공  그리고  행복이 오믄 슬픔이 ..남주 연기와 표정을 보면서 같이 웃고  울어요 과연  현실에서두  가능할까? 부자가 아니믄 가능했을까 싶기도..  그래소 설레이고 마음 아프면서두 달콤한 영화였네요 로맨틱했어유사랑이란 감정은 진짜 멋지고 미소가 뿜뿜이죠  남주가 넘 피지컬과 훈훈하게 잘생기시고 목소리두 좋아소....연기도 역시순정만화 같은  느낌이 좋았습니다,10
헤어질 결심,영화관 가서 n차 관람한 첫번째 영화 처음엔 뭐지? 싶다가 다보고 영화관을 나서는 순간 그들의 이야기는 다시 시작된다,10
스트레인지 월드,게이는 게인데 엄청난 게이임,1
원피스 필름 레드,당연히 액션영화가 아니라 음악영화라는 것을 인지하고 봤던 것 아닌가. 그것을 미리 예고하기 위해 원피스 애니메이션도 우타 이야기를 대략 5~6편 정도 방영을 했고.본좌는 원피스는 액션만 보여주는 것이 아니라 음악이라는 소재도 보여주는 작품이라는 것을 시사하는데에 참신함을 느꼈다.,10
밀정,너무 너무 너무 좋았다.,10
압꾸정,지금 시대에 이런 내용은 너무 유치함,4
올빼미,올해본영화중 최고입니다 ,10
압꾸정,마블리와의 의리니까 일단 한 번은 봅니다! ,6
본즈 앤 올,독특한 로드 무비 형식의 호러 멜로.,8
탄생,우선 윤시윤 배우가 연기를 진짜 너무 잘해서 정말 마치 김대건 안드레아 신부님이 그때 당시 그랬겠구나 하는 그런 착각을 일으키게 했음 내용이 너무 좋고 너무 감동적이고 중간에 계속 울컥울컥 하는 장면과 그리고 마지막 장면에서 정말 너무 … ㅠㅠ 내가 천주교인이라는게 이렇게 뿌듯하고 자랑스러울수 없었음 ost도 너무 좋았음 진짜 좋았음,10
탄생,종교인이 아니라면 근대사 위인을 알아가는데 의미가 있고 천주교인이라면 자부심이 느껴질 작품. 요즘 개봉작들과 다르게 길고 지루하다고 느꼈는데 여운이 오래간다. 윤시윤 이호원 연기도 좋았고 김대건 신부님 순교하신 나이가 24세였다는게 충격 ㅠㅠ ,9
올빼미,사극 영화중 칼과 활이 나오지 않음에도 가장 긴장감 넘쳤던 영화. 여운이 남다르다.,10
올빼미,올해한국영화  몇개빼고 다봣는데요   올빼미 젤재미께봣어요    류준열  다시한번  놀라씀돠  우와    해진악역도  ㅎ   다른연기자분들도  대단햇어요 ,10
극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,역사적인 시리즈다.. 이건 꼭 봐야함.. 역대히어로 다 나올때 감동. ㅠㅠ,10
원피스 필름 레드,노래 좋아하면 ㅇ 전투 좋아하면 ㄴ이 다음 극장판 기대중,6
에이프릴의 딸,불편함을 견뎌야 비로소 보이는 욕망의 불편한 본성. 우리를 무너뜨리고 일으켜세우는 평범한 삶 속의 신화를 꾸준히 직조하는 미셸 프랑코의 다음 작업이 기대된다.,6
헤어질 결심,"각본으로 읽어도, 다시 봐도 좋은 영화",10
압꾸정,이영화는 왜 찍으신건가요?,2
올빼미,김성철 배우 나온대서 보러감 재밌다 ,7
압꾸정,킬링타임 이라기엔 시간이 너무 안감,5
동감,잘 리메이크한 스토리와 배우들의 연기력에 몰입이 잘 되었고훌륭한 OST 덕분에 영화에 더 빠져들었네요 재밌습니다,10
탄생,너무 감동적이었습니다.,10
달마야 놀자,영화를 본지 21년이 지났지만 여전히 여운이 남는 영화...,10
외계+인 1부,평이 안 좋아 별 기대 없이 봤는데 전 개인적으로 재밌게 봤습니다..  시공간 와리가리에 CG도 볼만하고 스토리도 재밌는데 평점이 왜이리 낮은지,8
극장판 뽀로로와 친구들: 바이러스를 없애줘!,뽀로로 기여워,10
기적,"너무 감동입니다. 반전도 있고, 재미도 있고.. 가족의 소중함을.. 양원역을 한 번 찾아가보고 싶게 만드는 그런 영화.",10
압꾸정,재미나게 잘봤습니다.너무 웃겨요,10
누구의 딸도 아닌 해원,가정과 사랑 사이에서 힘들었던 마음과 상황을 여주인공을 통해 투영한 것인듯.누구의 가족 친구 딸이 아닌 한 인격체로만 당당하게 용기내어주길 바랬던것일까.암튼 본인들의 선택에 후회없는 찐 사랑들 하시기를....,8
원피스 필름 레드,내가 눈이 투박해서인지 몰라도 재미있게 봄 10점짜리는 아닌데 나름 볼만했고 스토리가 먼가 뭉클하고 감동적이었음,9
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",꿀잼꿀잼 보다가 울어버림,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",소설 감성느낌이었던 것 같음,10
압꾸정,집에서 다운 받아보세요,6
올빼미,생각보다 괜찮았어요.다만 개연성이랑 결말이 아쉽네요,8
압꾸정,진짜 너무재미없음 일부러 평점 낮게할라는게아니라 마동석 찐팬인데 싸우는장면 아예안나오고 그럼 팔씨름처럼 재밋기라도하던가 몰입도 있다가 중반되소 아예 없음 자다가 그냥 나감 재미 뒤지게없음 다시한번 말하지만 마동석나오면 중타는 치겠지 하고볼람 보지말길그냥 마동석 버프 아예없음 개 진부함 동네아저씨 보다 더재미없음 그건 싸우는거라도있지 ,2
극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,아니 도대체 히어로가 몇명인지 스케일 장난 없네요!! 옆에서 조카카 진짜 초집중해서 봤어요 ㅋㅋㅋ 아이들 영화로 딱이네요~,10
탄생,150분이라는 긴 러닝타임에도 불구하고 굉장히 몰입해서 봤어요. 중간중간에 굉장히 감동적이고 가슴이 웅장해지는 부분이 있어서 눈물을 흘리면서 봤네요…그런데 아무래도 외국인들이 한국어를 하는게 많이 어색한데 자막도 없어서 그 부분에서 몰입이 조금 깨지는 느낌을 받았습니다! 배우들 연기도 너무 좋고 스토리도 잔잔하면서도 흥미진진해서 너무 재밌게 봤습니다.,10
올빼미,연출이면 연기며빠지는게없네요정말시간가는줄모르고재밌게봤어요,10
요정,K 현실 요정..! 이런 요정이라면 만나고 싶다ㅠ김신비 배우는 처음보는데 배역에 잘 어울리네요 집 근처 극장에서 또 보고 싶어요 따수운 영화,10
올빼미,영화가 끝나도 심장이 쫄깃쫄깃해요,10
압꾸정,"배우들 연기는 좋았으나, 코미디라기엔 흐름이 무겁고 범죄영화라기엔 너무 유치함. 웃으라는건지 심각해지라는건지 의도를 모르겠고, 브로맨스도 아니고 반전 이런것도 아니고 악역도 무섭지가 않아서 임팩트가 없음 .몇몇장면들 빼고는 관객들이 따라웃지를 못함",8
올빼미,정말 긴장감있게 봤음. 올해본영화중엔 제일 괜찮은영화로기억됨,10
원피스 필름 레드,뭐가 이것저것 많이 나오고 시끌벅적하다,8
감시자들,생각없이 볼만 하네요.,8
압꾸정,마블리의 입담은 좋았으나...그외에는 잘 모르겠어요,4
본즈 앤 올,잔인하지만 아름다운 로맨스 한 편 잘 봤습니다.,10
올빼미,몰입감좋고류준열배우님 유해진배우님 연기최고오랫만에 시간 가는줄 모르고 봤어요,10
올빼미,정말 기대 이상이었어요!,9
블랙 팬서: 와칸다 포에버,그냥 저냥 볼만 했습니다.,8
리멤버,연기좋고 스토리좋고 연출도 좋고,10
올빼미,두시간 안에 모든걸 담아낸 영화 역사도 다시 생각하게 되고 개연성도 좋고소 현세자의 죽음에 대해서 다시 생각하게 되었습니다 무엇보다 두 배 이상의 돈을 낸다해도 다시 보고싶어요,10
몸 값,4~5년전쯤 독립영화관 갔다가 직원분 추천으로 보게 된 영화인데 시작은 뭐 이런 삼류영화가 다 있지 했으나 끝은 소름끼칠 정도로 충격 그 잡채였다. 짧지만 묵직한 영화.(드라마로 제작된 작품도 보고싶은데 티빙에만 있네. 넷플릭스나 왓챠에도 풀렸으면 좋겠다.),10
올빼미,역시 굿입니다요 굿굿굿,10
압꾸정,망작인가 ? 돈내고 볼정도는 아닌가 ? 그냥 집에서 무료로 나오면 봐야지 ~~,1
압꾸정,저 후회해요.. ㅠㅠ,1
슬럼버랜드,정말 훌륭한 영화... 참신하고 감동적임,10
올빼미,진짜 재밌어요. 몰입감이 진짜 달라요.안 보신 분들 꼭 보세요! 진짜 제가 영화 주인공이 된 것처럼 집중해서 봤습니다. 최고~!! ,10
그녀가 말했다,권력 성폭력을 취재하는 두 기자의 활동기를 섬세하고 강렬하게 표현한다. 상영관수 좀 늘려요.,9
원피스 필름 레드,원피스 이상한 코끼리섬 다음부터 안봤었는데 이번에 극장판 나왔다길래 보러감초반 - 도대체 이게 어떻게?? 싶은 스토리와 개연성을 노래랑 캐릭터 디자인으로 부여잡고있는 느낌중반 - 노래가 짱이다. 중간중간 나오는 캐릭터들도 반가운얼굴들. 좋다끝 - 반가운얼굴과 눈물나는연출 요상한 액션 씬.. 액션 연출은 왜이렇게 됐는지 모르겠다. 영 이상한 건 아닌데 미묘함… 근데 나는 원피스 오타쿠라서 재미있게 봤다. 후회없다 원피스 오타쿠 또는 일본 노래 좋아하는 분이라면 보러가는걸 강하게 추천..!!^^ ,8
올빼미,최근 본 영화 중 유일하게 돈이 아깝지않았던 영화,10
탄생,음. . .조선시대 신학을 들이기위한 노력. . .이런 너낌!,8
올빼미,배우들 연기 너무 좋고 긴장감 넘치는 연출도 훌륭. 최근 본 영화 중에 최고입니다,10
올빼미,올해 나온 영화중에 최고,10
압꾸정,마동석은 재미있고 영화는 재미없다,4
극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,히어로 총출동이라더니 진짜 다나오네 ㅋㅋㅋㅋ 마지막 장면은 좀 감동적이었슴!!,10
그녀가 말했다,생각보다 괜찮앗고 응원합니다. 저는남자임,10
올빼미,"역사를 알고 보니 더욱 재밌는 영화같아요!!이거 진짜 재밌고, 연기력과 연출에 박수 드리고 싶네요.요근래 만족스러운 영화 오랜만인것 같고, 정말 재밌게 봤네요!!",10
탄생,종교영화임.,1
헤이지니&럭키강이 비밀의 문,어...음 ㅎㅎㅎㅎ..네..!,2
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",흔하지만 슬픈..재밌어요,10
탄생,동기 묘사가 모자랐지만 디테일과 자연스러운 흐름이 참 좋았다,9
압꾸정,진짜 마동석이 자기 하고싶은대로 만든 영화!!지 X리는대로 만들었다.이야기를 하다말어,2
헤어질 결심,영상은 착해 졌는데 스토리는 더 잔인해 졌네,10
동감,추억 돋고 괜찮게 봤어요,8
세이레,영화는 끝났지만 우진의 악몽은 반복된다. 끝없는 믿음과 죄책은 모두 자신으로부터 파생됐음을 우진만 모른다. ,10
올빼미,역사에 재밌는 상상력을 더해 만든 멋진 영화!,8
요정,왠만하면 글 안다는데 신인 감독이 이정도 연출력이면 다음작품도 기대해 봅니다.,10
탄생,장면마다 가슴 찡하고 눈물이 났어요.ㅜㅜ너무 힘든 시절에 신앙선조의 순고한 희생으로 우리가 편하게 신앙생활을 하게 되었네요.더 좋은 시대에 나라에 태어났다면 정말 큰 일하셨을텐데 아까운 인재인것같습니다. ㅠㅠ,10
올빼미,시간 가는줄 모르고 봤어요,10
노엘 다이어리,최악인 영화ㅠㅠ 이런 감상평 안남기는데 요즘 나온 영화 중 역대급 별로라 남김남주 얼굴만 멀쩡… 스토리 개연성 등등 다 별ㄹ번역도 어이없는 부분 나옴 ㅋㅋㅋ 말하는 사람을 착각하나;; 보지마세요 크리스마스 로맨스 영화 좋아하는데…. 이렇게 망작만들기도 힘듬,2
탄생,우리나라 첫 사제의 탄생과정을 철저한 역사적 고증으로 담담하게 그려낸 것이 오히려 감동으로 다가옵니다. 연기자들이 모두 신자가 아님에도 불구하고 리얼한 연기로 몰입감이 있었습니다. 가톨릭 신자들이라면 장면 사이사이 행간에 있었던 역사적 사실들을 알기 때문에 눈물을 흘리지 않을 수 없었습니다,10
극장판 나루토 질풍전: 로드 투 닌자,이루카센세.... 적은 분량에 공기인데도 사실 나루토의 진정한 영웅이자 구세주. 한 사람을 구하는 것은 세계를 구하는것이라고 다시 한번 상기시켜준다 ㅠ,10
